Resident Town ID ,District ID,Resident Town ,Sent to District ,School Year,School Type ,PK,K,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Total
163,241,Windham,Capitol Region Education Council,2010-11,,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4
163,241,Windham,Capitol Region Education Council,2010-11, Magnet School,1,1,2,0,0,0,0,0,1,0,0,1,1,0,7
163,900,Windham,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,54,53,66,42,215
163,043,Windham,East Hartford School District,2010-11,,0,0,0,0,0,0,1,0,1,1,3,0,1,2,9
163,253,Windham,Eastern Connecticut Regional Educational Service Center,2010-11,,0,0,1,0,0,0,3,2,2,1,2,1,3,0,15
163,253,Windham,Eastern Connecticut Regional Educational Service Center,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,7,10,12,14,43
163,064,Windham,Hartford School District,2010-11, Magnet School,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
163,264,Windham,Integrated Day Charter School District,2010-11,,0,0,1,1,0,1,1,0,0,2,0,0,0,0,6
163,078,Windham,Mansfield School District,2010-11,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
163,901,Windham,Norwich Free Academy,2010-11,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
163,263,Windham,Odyssey Community School District,2010-11,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
163,211,Windham,Regional School District 11,2010-11,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3
163,219,Windham,Regional School District 19,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,13,12,7,5,37
163,163,Windham,Windham School District,2010-11,,240,271,255,272,261,267,265,245,250,225,196,184,171,169,3271
163,163,Windham,Windham School District,2010-11, Homebound,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
164,288,Windsor,Achievement First Hartford Academy Inc.,2010-11,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164,011,Windsor,Bloomfield School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5
164,241,Windsor,Capitol Region Education Council,2010-11,,2,2,0,0,1,0,0,0,0,1,0,2,3,3,14
164,241,Windsor,Capitol Region Education Council,2010-11, Magnet School,2,1,6,5,3,6,9,40,24,26,17,20,14,32,205
164,287,Windsor,Charter School for Young Children on Asylum Hill,2010-11,,6,5,3,6,0,0,0,0,0,0,0,0,0,0,20
164,900,Windsor,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,2,9,6,5,22
164,043,Windsor,East Hartford School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
164,043,Windsor,East Hartford School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
164,064,Windsor,Hartford School District,2010-11,,0,0,0,2,1,0,0,0,0,0,1,0,0,1,5
164,064,Windsor,Hartford School District,2010-11, Magnet School,3,9,8,7,7,11,2,20,20,20,24,18,19,13,181
164,064,Windsor,Hartford School District,2010-11, Open Choice ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
164,261,Windsor,Jumoke Academy District,2010-11,,7,6,6,3,6,4,2,1,2,4,0,0,0,0,41
164,245,Windsor,Learn,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5
164,077,Windsor,Manchester School District,2010-11,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3
164,163,Windsor,Windham School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
164,164,Windsor,Windsor School District,2010-11,,47,196,204,231,276,269,285,260,268,284,352,343,290,312,3617
165,241,Windsor Locks,Capitol Region Education Council,2010-11,,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3
165,241,Windsor Locks,Capitol Region Education Council,2010-11, Magnet School,0,0,0,0,0,0,0,8,10,10,15,6,9,8,66
165,900,Windsor Locks,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,7,2,4,4,17
165,043,Windsor Locks,East Hartford School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
165,064,Windsor Locks,Hartford School District,2010-11, Magnet School,0,1,0,0,0,0,0,2,2,1,1,1,1,2,11
165,064,Windsor Locks,Hartford School District,2010-11, Open Choice ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
165,261,Windsor Locks,Jumoke Academy District,2010-11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,245,Windsor Locks,Learn,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
165,077,Windsor Locks,Manchester School District,2010-11,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
165,139,Windsor Locks,Suffield School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,5,7,4,12,28
165,155,Windsor Locks,West Hartford School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
165,165,Windsor Locks,Windsor Locks School District,2010-11,,59,131,118,126,116,122,129,125,138,141,131,138,139,130,1743
165,165,Windsor Locks,Windsor Locks School District,2010-11, Other,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
166,244,Wolcott,Area Cooperative Educational Services,2010-11,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
166,900,Wolcott,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,20,19,17,10,66
166,089,Wolcott,New Britain School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
166,093,Wolcott,New Haven School District,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
166,131,Wolcott,Southington School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,2,1,0,3,6
166,151,Wolcott,Waterbury School District,2010-11, Magnet School,27,25,23,12,19,23,16,4,4,7,9,6,9,9,193
166,166,Wolcott,Wolcott School District,2010-11,,55,165,151,182,212,198,187,222,252,209,237,210,220,229,2729
166,166,Wolcott,Wolcott School District,2010-11, Homebound,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
166,166,Wolcott,Wolcott School District,2010-11, Other,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
167,244,Woodbridge,Area Cooperative Educational Services,2010-11,,0,0,1,1,1,0,0,0,2,0,0,0,0,1,6
167,244,Woodbridge,Area Cooperative Educational Services,2010-11, Magnet School,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
167,900,Woodbridge,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,1,1,3,0,5
167,062,Woodbridge,Hamden School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
167,093,Woodbridge,New Haven School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
167,093,Woodbridge,New Haven School District,2010-11, Magnet School,2,1,0,0,0,0,0,0,0,0,3,0,1,1,8
167,093,Woodbridge,New Haven School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
167,101,Woodbridge,North Haven School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
167,205,Woodbridge,Regional School District 05,2010-11,,0,0,0,0,0,0,0,0,122,132,118,119,137,127,755
167,214,Woodbridge,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
167,167,Woodbridge,Woodbridge School District,2010-11,,20,83,102,99,89,104,115,98,0,0,0,0,0,0,710
168,244,Woodbury,Area Cooperative Educational Services,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
168,900,Woodbury,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,2,2,1,2,7
168,243,Woodbury,Cooperative Educational Services,2010-11,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
168,093,Woodbury,New Haven School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
168,101,Woodbury,North Haven School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
168,214,Woodbury,Regional School District 14,2010-11,,38,85,78,90,88,106,94,104,113,120,100,105,88,101,1310
168,214,Woodbury,Regional School District 14,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,16,18,23,13,70
168,215,Woodbury,Regional School District 15,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
168,151,Woodbury,Waterbury School District,2010-11, Magnet School,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
169,900,Woodstock,Connecticut Technical High School System,2010-11,,0,0,0,0,0,0,0,0,0,0,6,6,2,7,21
169,253,Woodstock,Eastern Connecticut Regional Educational Service Center,2010-11,,0,0,0,0,0,0,0,0,0,1,1,2,0,2,6
169,253,Woodstock,Eastern Connecticut Regional Educational Service Center,2010-11, Magnet School,0,0,0,0,0,0,0,0,0,0,1,1,5,4,11
169,069,Woodstock,Killingly School District,2010-11, Voag,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
169,163,Woodstock,Windham School District,2010-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
169,903,Woodstock,Woodstock Academy,2010-11, Designated High School,0,0,0,0,0,0,0,0,0,0,90,96,117,132,435
169,169,Woodstock,Woodstock School District,2010-11,,26,97,94,102,100,99,102,84,95,126,0,0,0,0,925
