,,,,,,,,,,,,,,,,,,,,,,
resident.town.id,resident.town,,private.school.location,year,,private.school.total,PK,K,G1,G2,G3,,G4,G5,G6,G7,G8,G9,G10,G11,G12,
48,Ellington,,Simsbury,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,
48,Ellington,,Somersville,2010-11,,3,1,0,0,1,0,,1,0,0,0,0,0,0,0,0,
48,Ellington,,Stafford Springs,2010-11,,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
48,Ellington,,West Hartford,2010-11,,11,1,0,1,1,0,,1,0,1,0,1,1,1,2,1,
48,Ellington,,Windsor,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,
49,Enfield,,Avon,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
49,Enfield,,Cromwell,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
49,Enfield,,Deep River,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
49,Enfield,,Enfield,2010-11,,349,13,33,42,36,36,,45,32,44,28,38,0,1,1,0,
49,Enfield,,Hartford,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
49,Enfield,,Lakeville,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
49,Enfield,,Litchfield,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,
49,Enfield,,Manchester,2010-11,,10,1,0,1,0,0,,0,0,3,1,0,1,2,1,0,
49,Enfield,,Newington,2010-11,,2,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,
49,Enfield,,Rockville,2010-11,,2,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,
49,Enfield,,Simsbury,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
49,Enfield,,Somersville,2010-11,,10,1,2,2,2,1,,1,1,0,0,0,0,0,0,0,
49,Enfield,,Suffield,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,2,0,0,1,
49,Enfield,,Wallingford,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
49,Enfield,,Waterbury,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
49,Enfield,,West Hartford,2010-11,,29,2,0,0,1,0,,0,2,1,3,1,5,6,1,7,
49,Enfield,,Windsor,2010-11,,5,0,0,0,0,0,,0,0,0,0,0,1,1,2,1,
49,Enfield,,"Windsor, CT",2010-11,,2,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,
50,Essex,,Groton,2010-11,,2,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,
50,Essex,,Kent,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,
50,Essex,,Madison,2010-11,,4,1,1,0,0,0,,0,0,1,1,0,0,0,0,0,
50,Essex,,Middlefield,2010-11,,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,
50,Essex,,Middletown,2010-11,,30,0,0,0,0,0,,0,0,0,0,0,10,6,6,8,
50,Essex,,New Haven,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
50,Essex,,New London,2010-11,,19,0,0,0,0,0,,0,0,0,3,1,1,4,5,5,
50,Essex,,Old Saybrook,2010-11,,47,11,5,2,3,6,,4,5,3,3,5,0,0,0,0,
50,Essex,,Pomfret,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
50,Essex,,Stonington,2010-11,,3,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,
50,Essex,,Uncasville,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,
50,Essex,,Wallingford,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
50,Essex,,Westbrook,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
50,Essex,,Woodstock,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,
51,Fairfield,,Avon,2010-11,,5,0,0,0,0,0,,0,0,0,0,0,0,1,1,3,
51,Fairfield,,Bridgeport,2010-11,,12,3,0,2,1,2,,2,0,2,0,0,0,0,0,0,
51,Fairfield,,Brooklyn,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,
51,Fairfield,,Cheshire,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,
51,Fairfield,,Danbury,2010-11,,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
51,Fairfield,,Easton,2010-11,,19,2,2,2,3,2,,2,1,1,1,2,0,0,1,0,
51,Fairfield,,Fairfield,2010-11,,862,54,51,51,55,63,,75,84,68,54,56,67,57,68,59,
51,Fairfield,,Farmington,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
51,Fairfield,,Greens Farms,2010-11,,165,0,14,4,9,12,,5,14,16,10,22,17,14,12,16,
51,Fairfield,,Greenwich,2010-11,,22,2,2,1,0,2,,0,1,2,1,2,1,1,3,4,
51,Fairfield,,Hamden,2010-11,,11,0,0,0,0,0,,0,0,0,0,0,3,0,5,3,
51,Fairfield,,Kent,2010-11,,5,0,0,0,0,0,,0,0,0,0,0,0,2,3,0,
51,Fairfield,,Litchfield,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,
51,Fairfield,,Middlefield,2010-11,,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
51,Fairfield,,Milford,2010-11,,68,0,0,0,0,0,,1,0,0,0,0,17,19,16,15,
51,Fairfield,,Monroe,2010-11,,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,
51,Fairfield,,New Britain,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
51,Fairfield,,New Canaan,2010-11,,4,0,0,0,0,0,,0,0,0,0,0,2,2,0,0,
51,Fairfield,,New Haven,2010-11,,55,0,0,1,0,3,,0,0,0,4,4,7,11,16,9,
51,Fairfield,,New Milford,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,
51,Fairfield,,Newtown,2010-11,,2,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,
51,Fairfield,,Norwalk,2010-11,,17,0,0,0,0,0,,0,0,0,1,0,0,12,3,1,
51,Fairfield,,Orange,2010-11,,9,3,1,0,2,0,,0,1,0,1,1,0,0,0,0,
51,Fairfield,,Pomfret,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,2,0,1,0,
51,Fairfield,,Ridgefield,2010-11,,2,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,
51,Fairfield,,Salisbury,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,
51,Fairfield,,Simsbury,2010-11,,7,0,0,0,0,0,,0,0,0,0,0,1,5,0,1,
51,Fairfield,,Southport,2010-11,,4,0,0,0,0,0,,0,2,1,0,0,0,1,0,0,
51,Fairfield,,Stamford,2010-11,,111,6,4,3,4,3,,6,7,10,16,3,19,1,17,12,
51,Fairfield,,Suffield,2010-11,,4,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,
51,Fairfield,,Trumball,2010-11,,33,0,0,0,0,1,,0,1,7,0,1,5,6,5,7,
51,Fairfield,,Trumbull,2010-11,,34,0,2,1,0,0,,3,2,7,2,4,3,3,5,2,
51,Fairfield,,Wallingford,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,
51,Fairfield,,Washington,2010-11,,2,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,
51,Fairfield,,Watertown,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
51,Fairfield,,West Hartford,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,
51,Fairfield,,Westport       ,2010-11,,24,15,2,1,0,0,,0,1,0,2,1,0,1,1,0,
51,Fairfield,,Wilton,2010-11,,14,3,0,2,1,1,,2,1,1,2,1,0,0,0,0,
51,Fairfield,,Windsor,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,
51,Fairfield,,Woodbridge,2010-11,,7,0,0,0,1,0,,1,1,1,2,1,0,0,0,0,
51,Fairfield,,Woodstock,2010-11,,4,0,0,0,0,0,,0,0,0,0,0,0,0,3,1,
52,Farmington,,Avon,2010-11,,36,10,1,1,2,2,,1,1,1,0,0,2,6,4,5,
52,Farmington,,Bethlehem,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
52,Farmington,,Bloomfield,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,
52,Farmington,,Bristol,2010-11,,14,3,0,2,0,0,,1,0,1,0,1,1,1,3,1,
52,Farmington,,Farmington,2010-11,,34,0,0,0,0,0,,0,0,0,0,0,9,10,7,8,
52,Farmington,,Forestville,2010-11,,4,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,
52,Farmington,,Hartford,2010-11,,14,1,0,0,1,0,,0,0,2,4,3,1,1,1,0,
52,Farmington,,Kensington,2010-11,,3,0,0,0,0,0,,0,0,0,2,1,0,0,0,0,
52,Farmington,,Kent,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,
52,Farmington,,Litchfield,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,
52,Farmington,,Middletown,2010-11,,4,0,0,0,0,0,,0,0,0,0,0,0,0,2,2,
52,Farmington,,New Britain,2010-11,,7,6,1,0,0,0,,0,0,0,0,0,0,0,0,0,
52,Farmington,,Newington,2010-11,,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
52,Farmington,,Plainville,2010-11,,3,0,0,1,0,0,,1,0,0,0,0,1,0,0,0,
52,Farmington,,Simsbury,2010-11,,25,2,3,1,2,0,,4,2,0,2,2,0,2,1,4,
52,Farmington,,Southington,2010-11,,3,0,1,0,0,0,,0,0,1,0,1,0,0,0,0,
52,Farmington,,Suffield,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
52,Farmington,,Wallingford,2010-11,,9,0,0,0,0,0,,0,0,0,0,0,2,1,2,4,
52,Farmington,,Washington,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
52,Farmington,,Waterbury,2010-11,,2,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,
52,Farmington,,Watertown,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,
52,Farmington,,West Hartford,2010-11,,114,10,7,6,7,3,,9,10,9,8,13,9,9,10,4,
52,Farmington,,West Simsbury,2010-11,,10,2,0,1,0,0,,0,0,2,1,2,0,0,0,2,
52,Farmington,,Wethersfield,2010-11,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,
52,Farmington,,Windsor,2010-11,,11,0,0,0,0,0,,0,0,0,0,0,2,2,4,3,
52,Farmington,,Woodstock,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
53,Franklin,,Baltic,2010-11,,2,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,
53,Franklin,,New London,2010-11,,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
53,Franklin,,Norwich,2010-11,,5,1,0,0,0,0,,0,1,1,2,0,0,0,0,0,
53,Franklin,,Taftville,2010-11,,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,
53,Franklin,,Willimantic,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
54,Glastonbury,,Avon,2010-11,,9,0,0,1,0,0,,0,0,0,2,0,0,4,0,2,
54,Glastonbury,,Bloomfield,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
54,Glastonbury,,East Hartford,2010-11,,6,1,0,0,0,1,,1,2,1,0,0,0,0,0,0,
54,Glastonbury,,Farmington,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,
54,Glastonbury,,Hartford,2010-11,,30,0,0,0,0,0,,1,0,2,3,4,8,5,5,2,
54,Glastonbury,,Kent,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
54,Glastonbury,,Litchfield,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,
54,Glastonbury,,Manchester,2010-11,,75,4,5,0,2,0,,1,0,0,1,5,11,12,17,17,
54,Glastonbury,,Middlebury,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
54,Glastonbury,,Middlefield,2010-11,,4,0,1,0,0,0,,1,0,0,1,1,0,0,0,0,
54,Glastonbury,,Middletown,2010-11,,35,0,0,0,0,0,,1,0,0,0,0,12,2,14,6,
54,Glastonbury,,Milford,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
54,Glastonbury,,New Britain,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,
54,Glastonbury,,Old Saybrook,2010-11,,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,
54,Glastonbury,,Plainville,2010-11,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,
54,Glastonbury,,Simsbury,2010-11,,7,0,0,0,0,0,,0,0,0,0,0,0,2,0,5,
54,Glastonbury,,Southington,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
54,Glastonbury,,Wallingford,2010-11,,9,0,0,0,0,0,,0,0,0,0,0,1,2,3,3,
54,Glastonbury,,Washington,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,
54,Glastonbury,,Waterbury,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
54,Glastonbury,,Watertown,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,
54,Glastonbury,,West Hartford,2010-11,,91,3,1,1,1,4,,1,2,5,6,7,16,15,11,18,
54,Glastonbury,,Wethersfield,2010-11,,35,3,3,1,4,4,,5,3,4,4,3,0,0,0,1,
54,Glastonbury,,Windsor,2010-11,,25,0,0,0,0,0,,0,0,0,0,0,5,2,7,11,
55,Goshen,,Bristol,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,
55,Goshen,,Kent,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,
55,Goshen,,Lakeville,2010-11,,4,0,0,0,0,0,,0,0,0,0,1,2,0,0,1,
55,Goshen,,Litchfield,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
55,Goshen,,New Milford,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
55,Goshen,,New Preston,2010-11,,10,1,1,0,1,0,,2,1,0,0,4,0,0,0,0,
55,Goshen,,Northfield,2010-11,,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,
55,Goshen,,Norwalk,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
55,Goshen,,Salisbury,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,1,0,2,0,
55,Goshen,,Simsbury,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,
55,Goshen,,Torrington,2010-11,,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,
55,Goshen,,Waterbury,2010-11,,5,0,1,0,0,0,,0,1,0,1,0,2,0,0,0,
55,Goshen,,Watertown,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
56,Granby,,Avon,2010-11,,4,1,0,0,0,0,,0,1,0,0,1,0,1,0,0,
56,Granby,,Bloomfield,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
56,Granby,,Hartford,2010-11,,4,0,0,0,0,0,,0,0,0,0,1,0,1,1,1,
56,Granby,,Litchfield,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
56,Granby,,New Milford,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,
56,Granby,,Plainville,2010-11,,2,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,
56,Granby,,Simsbury,2010-11,,43,7,4,5,2,3,,3,3,2,4,0,4,1,1,4,
56,Granby,,Suffield,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,
56,Granby,,Washington,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
56,Granby,,West Hartford,2010-11,,19,0,0,0,0,0,,1,0,2,0,0,5,4,4,3,
56,Granby,,West Simsbury,2010-11,,18,5,0,2,2,0,,1,3,0,1,1,2,0,0,1,
56,Granby,,Windsor,2010-11,,6,0,0,0,0,0,,0,0,0,0,0,3,0,2,1,
56,Granby,,"Windsor, CT",2010-11,,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
57,Greenwich,,Avon,2010-11,,5,0,0,0,0,0,,0,0,0,0,0,0,1,1,3,
57,Greenwich,,Bethlehem,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
57,Greenwich,,Cheshire,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
57,Greenwich,,Cromwell,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
57,Greenwich,,Danbury,2010-11,,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
57,Greenwich,,Easton,2010-11,,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,
57,Greenwich,,Fairfield,2010-11,,24,0,0,1,0,1,,0,0,1,0,0,6,4,5,6,
57,Greenwich,,Farmington,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,
57,Greenwich,,Greens Farms,2010-11,,18,0,0,0,0,0,,1,1,0,1,1,1,8,5,0,
57,Greenwich,,Greenwich,2010-11,,3481,736,208,212,238,221,,233,241,262,282,262,175,139,140,132,
57,Greenwich,,Kent,2010-11,,18,0,0,0,0,0,,0,0,0,0,0,5,0,6,7,
57,Greenwich,,Lakeville,2010-11,,21,0,0,0,0,0,,0,0,0,1,0,4,8,4,4,
57,Greenwich,,Litchfield,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,
57,Greenwich,,Madison,2010-11,,4,0,0,0,0,0,,0,0,0,0,0,1,0,2,1,
57,Greenwich,,Milford,2010-11,,5,0,0,0,1,0,,0,1,1,0,0,1,0,0,1,
57,Greenwich,,New Britain,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
57,Greenwich,,New Canaan,2010-11,,28,2,1,0,2,1,,0,3,1,2,2,3,4,4,3,
57,Greenwich,,New Haven,2010-11,,6,0,0,0,0,0,,0,0,0,1,0,1,0,0,4,
57,Greenwich,,New Milford,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,
57,Greenwich,,Norwalk,2010-11,,11,0,0,0,0,0,,0,0,0,1,2,2,4,0,2,
57,Greenwich,,Old Greenwich,2010-11,,167,167,0,0,0,0,,0,0,0,0,0,0,0,0,0,
57,Greenwich,,Orange,2010-11,,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,
57,Greenwich,,Pomfret,2010-11,,5,0,0,0,0,0,,0,0,0,0,0,2,1,0,2,
57,Greenwich,,Salisbury,2010-11,,10,0,0,0,0,0,,0,0,0,0,0,3,3,2,2,
57,Greenwich,,Simsbury,2010-11,,13,0,0,0,0,0,,0,0,0,0,0,1,7,3,2,
57,Greenwich,,South Kent,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
57,Greenwich,,Southport,2010-11,,5,0,0,0,0,0,,0,0,0,2,1,0,0,1,1,
57,Greenwich,,Stamford,2010-11,,156,20,6,7,7,7,,11,11,12,11,13,8,25,10,8,
57,Greenwich,,Suffield,2010-11,,15,0,0,0,0,0,,0,0,0,0,0,1,3,5,6,
57,Greenwich,,Wallingford,2010-11,,27,0,0,0,0,0,,0,0,0,0,0,2,8,6,11,
57,Greenwich,,Washington,2010-11,,12,0,0,0,0,0,,0,0,0,0,3,2,2,5,0,
57,Greenwich,,Watertown,2010-11,,21,0,0,0,0,0,,0,0,0,0,0,1,6,8,6,
57,Greenwich,,Westbrook,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
57,Greenwich,,Westport,2010-11,,6,0,2,0,0,0,,0,2,2,0,0,0,0,0,0,
57,Greenwich,,Wilton,2010-11,,2,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,
57,Greenwich,,Windsor,2010-11,,6,0,0,0,0,0,,0,0,0,0,0,1,2,1,2,
58,Griswold,,Baltic,2010-11,,3,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,
58,Griswold,,Danielson,2010-11,,3,1,0,0,0,0,,0,0,0,0,0,0,2,0,0,
58,Griswold,,North Stonington,2010-11,,3,0,0,0,0,2,,0,0,0,1,0,0,0,0,0,
58,Griswold,,Norwich,2010-11,,11,5,0,2,2,1,,1,0,0,0,0,0,0,0,0,
58,Griswold,,Oakdale,2010-11,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,
58,Griswold,,Pawcatuck,2010-11,,2,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,
58,Griswold,,Quaker Hill,2010-11,,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,
58,Griswold,,Stonington,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
58,Griswold,,Taftville,2010-11,,26,2,2,3,4,4,,3,4,1,1,2,0,0,0,0,
58,Griswold,,Thompson,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
58,Griswold,,Uncasville,2010-11,,14,0,0,0,0,0,,0,0,0,1,3,1,3,1,5,
59,Groton,,Groton,2010-11,,166,20,22,20,16,19,,13,15,10,9,17,0,1,2,2,
59,Groton,,Mansfield,2010-11,,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,
59,Groton,,New London,2010-11,,27,10,1,1,1,3,,1,0,0,1,1,1,2,1,4,
59,Groton,,North Stonington,2010-11,,10,2,0,1,0,3,,2,1,1,0,0,0,0,0,0,
59,Groton,,Norwich,2010-11,,7,2,2,0,0,1,,1,1,0,0,0,0,0,0,0,
59,Groton,,Oakdale,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,
59,Groton,,Pawcatuck,2010-11,,10,0,2,1,3,0,,2,1,1,0,0,0,0,0,0,
59,Groton,,Quaker Hill,2010-11,,4,0,0,0,0,0,,0,1,1,0,1,1,0,0,0,
59,Groton,,Stonington,2010-11,,45,8,4,5,5,3,,0,7,4,4,3,2,0,0,0,
59,Groton,,Trumbull,2010-11,,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,
59,Groton,,Uncasville,2010-11,,13,0,0,0,0,0,,0,0,0,0,1,1,5,2,4,
59,Groton,,Washington,2010-11,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,
59,Groton,,Waterford,2010-11,,3,0,0,0,0,0,,0,0,0,1,0,1,0,1,0,
59,Groton,,Windsor,2010-11,,3,0,0,0,0,0,,0,0,0,0,0,0,1,0,2,
60,Guilford,,Avon,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
60,Guilford,,Branford,2010-11,,11,5,2,1,0,0,,0,1,0,1,1,0,0,0,0,
60,Guilford,,Cheshire,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,
60,Guilford,,Cromwell,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
60,Guilford,,Fairfield,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,
60,Guilford,,Farmington,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
60,Guilford,,Hamden,2010-11,,43,1,1,1,2,1,,1,3,1,3,5,6,7,8,3,
60,Guilford,,Hartford,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
60,Guilford,,Madison,2010-11,,114,6,6,7,11,12,,17,9,15,14,15,0,0,1,1,
60,Guilford,,Middlefield,2010-11,,4,0,0,0,0,0,,0,0,3,1,0,0,0,0,0,
60,Guilford,,Middletown,2010-11,,43,0,0,0,0,0,,0,1,0,0,0,10,12,6,14,
60,Guilford,,Milford,2010-11,,3,0,0,0,1,0,,0,0,0,1,0,1,0,0,0,
60,Guilford,,New Britain,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
60,Guilford,,New Haven,2010-11,,67,1,4,9,3,0,,4,7,0,8,9,9,6,4,3,
60,Guilford,,New London,2010-11,,6,0,0,0,0,0,,0,0,0,0,1,0,1,2,2,
60,Guilford,,New Milford,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,
60,Guilford,,Norwich,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
60,Guilford,,Old Saybrook,2010-11,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,
60,Guilford,,Orange,2010-11,,11,1,0,1,0,3,,1,1,0,1,2,0,1,0,0,
60,Guilford,,Pomfret,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,
60,Guilford,,Salisbury,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,
60,Guilford,,Simsbury,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,
60,Guilford,,Southport,2010-11,,3,0,0,1,0,0,,0,0,0,1,0,0,1,0,0,
60,Guilford,,Wallingford,2010-11,,22,0,0,0,0,0,,0,0,0,0,0,10,3,7,2,
60,Guilford,,Washington,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
60,Guilford,,West Haven,2010-11,,21,0,0,0,0,0,,0,0,0,0,0,4,5,7,5,
60,Guilford,,Windsor,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,
61,Haddam,,Madison,2010-11,,4,0,0,2,0,0,,0,0,1,0,0,1,0,0,0,
61,Haddam,,Manchester,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,
61,Haddam,,Middletown,2010-11,,71,0,0,1,1,2,,1,0,1,0,1,22,16,14,12,
61,Haddam,,New London,2010-11,,3,0,0,1,0,0,,1,0,0,0,0,1,0,0,0,
61,Haddam,,Newington,2010-11,,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,
61,Haddam,,Old Saybrook,2010-11,,18,6,1,2,1,2,,1,1,0,1,3,0,0,0,0,
61,Haddam,,Wallingford,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,
61,Haddam,,West Hartford,2010-11,,6,0,0,0,0,1,,1,0,0,0,1,0,2,1,0,
61,Haddam,,Windsor,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
62,Hamden,,Avon,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
62,Hamden,,Bridgeport,2010-11,,2,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,
62,Hamden,,Cheshire,2010-11,,18,1,1,1,1,2,,0,2,0,2,1,0,3,2,2,
62,Hamden,,Deep River,2010-11,,2,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,
62,Hamden,,Derby,2010-11,,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,
62,Hamden,,East Haven,2010-11,,2,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,
62,Hamden,,Easton,2010-11,,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,
62,Hamden,,Fairfield,2010-11,,12,0,0,0,0,0,,0,0,1,1,0,3,0,2,5,
62,Hamden,,Greenwich,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
62,Hamden,,Hamden,2010-11,,732,98,59,51,53,41,,59,47,57,58,44,39,40,43,43,
62,Hamden,,Lakeville,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
62,Hamden,,Litchfield,2010-11,,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,
62,Hamden,,Madison,2010-11,,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,
